line_id,paragraphID,sentence ID,topic,prompt,sentence
104,394,4,nuclear electricity,How does a nuclear-powered power station generate electricity?,Generator is turned.
104,394,5,nuclear electricity,How does a nuclear-powered power station generate electricity?,Makes electricity.
104,394,6,nuclear electricity,How does a nuclear-powered power station generate electricity?,Electricity transfers to transformers.
104,394,7,nuclear electricity,How does a nuclear-powered power station generate electricity?,Produces the correct voltage.
105,396,1,nuclear electricity,How does a nuclear-powered power station generate electricity?,Uranium fuel is placed in the nuclear reactor.
105,396,2,nuclear electricity,How does a nuclear-powered power station generate electricity?,The uranium atoms are split (fission) to produce heat.
105,396,3,nuclear electricity,How does a nuclear-powered power station generate electricity?,The heat is used to turn water into steam.
105,396,4,nuclear electricity,How does a nuclear-powered power station generate electricity?,The steam drives a turbine.
105,396,5,nuclear electricity,How does a nuclear-powered power station generate electricity?,The turbine spins a genator.
105,396,6,nuclear electricity,How does a nuclear-powered power station generate electricity?,The spinning generator creates electricity.
106,397,1,wind electricity,How does a wind-powered power station generate electricity?,Wind passes the turbines and moves the blades.
106,397,2,wind electricity,How does a wind-powered power station generate electricity?,The shaft of the turbine spins.
106,397,3,wind electricity,How does a wind-powered power station generate electricity?,Shaft is connected to a generator.
106,397,4,wind electricity,How does a wind-powered power station generate electricity?,The generator uses the spins of the shaft to rotate a rotor.
106,397,5,wind electricity,How does a wind-powered power station generate electricity?,"The rotor spins inside the core, which has magnets inside surrounded by wire loops inside."
106,397,6,wind electricity,How does a wind-powered power station generate electricity?,The spinning of the rotor in the core generates electricity.
107,400,1,solar panels,How do solar panels generate electricity?,The are set up and produced with conductors.
107,400,2,solar panels,How do solar panels generate electricity?,They are set up to take the sun rays.
107,400,3,solar panels,How do solar panels generate electricity?,The sun heats up the elements.
107,400,4,solar panels,How do solar panels generate electricity?,The elements create energy.
107,400,5,solar panels,How do solar panels generate electricity?,The energy is turned into electricity.
108,401,1,solar panels,How do solar panels generate electricity?,Solar panels are made up of two types of silicon.
108,401,2,solar panels,How do solar panels generate electricity?,Sun shines on solar panels.
108,401,3,solar panels,How do solar panels generate electricity?,Sunlight goes into the top half of the solar panel.
108,401,4,solar panels,How do solar panels generate electricity?,Sunlight travels into the bottom half of the solar panel.
108,401,5,solar panels,How do solar panels generate electricity?,"The ""jump"" between the two halves can be used to make direct current."
108,401,6,solar panels,How do solar panels generate electricity?,"A solar ""inverter"" changes the direct current to alternating current."
108,401,7,solar panels,How do solar panels generate electricity?,Alternating current can be used to power things in your house.
109,409,1,vision,How does the human vision system work?,Light enters the eyes.
109,409,2,vision,How does the human vision system work?,The lens focuses light through the vitreous humor.
109,409,3,vision,How does the human vision system work?,The cornea focuses through the eye's internal lens.
109,409,4,vision,How does the human vision system work?,The retina receives the image.
109,409,5,vision,How does the human vision system work?,The retina transforms this image into electrical impulses.
109,409,6,vision,How does the human vision system work?,The impulses travel along the optic nerve to the brain.
109,409,7,vision,How does the human vision system work?,The brain decodes the impuses.
110,410,1,vision,How does the human vision system work?,The cornea helps to focus light.
110,410,2,vision,How does the human vision system work?,Light passes to the iris.
110,410,3,vision,How does the human vision system work?,The pupil within the iris expands or contracts to control the amount of light entering the eye.
110,410,4,vision,How does the human vision system work?,The retina converts the light that reaches the retina into an electric signal.
110,410,5,vision,How does the human vision system work?,Sends the signal to the brain.
110,410,6,vision,How does the human vision system work?,The brain translates the electrical signals into the images a person sees.
111,411,1,vision,How does the human vision system work?,"Visual perception begins as soon as the eye focuses light onto the retina, where it is absorbed by a layer of photoreceptor cells."
111,411,2,vision,How does the human vision system work?,"These cells convert light into electrochemical signals, and are divided into two types, rods."
111,411,3,vision,How does the human vision system work?,Cones.
111,411,4,vision,How does the human vision system work?,Signals from the photoreceptor cells pass through a network of interneurons in the second layer of the retina to ganglion cells in the third layer.
111,411,5,vision,How does the human vision system work?,The neurons in these two retinal layers exhibit complex receptive fields that enable them to detect contrast changes within an image; these changes might indicate edges or shadows.
111,411,6,vision,How does the human vision system work?,The optic nerve primarily routes information via the thalamus to the cerebral cortex.
111,411,7,vision,How does the human vision system work?,"Information concerning moving targets and information governing scanning of the eyes travels to a second site in the brainstem, a nucleus called the superior colliculus."
111,411,8,vision,How does the human vision system work?,"Most projections from the retina travel via the optic nerve to a part of the thalamus called the lateral geniculate nucleus (LGN), deep in the center of the brain."
112,412,1,auditory,How does the human auditory system work?,Sound waves enter your outer ear.
112,412,2,auditory,How does the human auditory system work?,Travel through ear canal to your ear drum.
112,412,3,auditory,How does the human auditory system work?,Eardrum vibrates with the incoming sound.
112,412,4,auditory,How does the human auditory system work?,Send the vibrations to three tiny bones in your middle ear.
112,412,5,auditory,How does the human auditory system work?,Bones in your middle ear amplify the vibrations.
112,412,6,auditory,How does the human auditory system work?,Send them to your inner ear.
112,412,7,auditory,How does the human auditory system work?,The vibrations activate tiny hair cells in your inner ear.
112,412,8,auditory,How does the human auditory system work?,The hair cells release neurochemical messengers.
112,412,9,auditory,How does the human auditory system work?,Your auditory nerve carries the message to your brain.
112,412,10,auditory,How does the human auditory system work?,The brain translates the message so you can understand.
113,413,1,auditory,How does the human auditory system work?,Something makes a sound and makes sound waves.
113,413,2,auditory,How does the human auditory system work?,"Sound waves are ""collected"" by the the outer ear."
113,413,3,auditory,How does the human auditory system work?,Sound waves travel through the middle ear.
113,413,4,auditory,How does the human auditory system work?,Sound waves hit the eardrum.
113,413,5,auditory,How does the human auditory system work?,Vibrations from the eardrum cause very small bones in the inner ear to move.
113,413,6,auditory,How does the human auditory system work?,The small bones in the inner ear give information about sound to the cochlea.
113,413,7,auditory,How does the human auditory system work?,The cochlea helps turn the sound vibrations into nerve signals.
113,413,8,auditory,How does the human auditory system work?,The brain can take these nerve signals and can register a sound to you because of them.
114,416,1,bone,How does a broken bone get treated and healed?,A blood clot forms in the break.
114,416,2,bone,How does a broken bone get treated and healed?,Cells in the clot keep foreign objects out.
114,416,3,bone,How does a broken bone get treated and healed?,Cells create a soft callous.
114,416,4,bone,How does a broken bone get treated and healed?,Minerals are added to the callous.
114,416,5,bone,How does a broken bone get treated and healed?,The callous hardens because of the minerals.
114,416,6,bone,How does a broken bone get treated and healed?,The callous is removed by other cells.
114,416,7,bone,How does a broken bone get treated and healed?,Excess bone is removed.
114,416,8,bone,How does a broken bone get treated and healed?,The bone is restored to its initial shape and strength.
115,422,1,transport,How does coal get from the ground to a power station?,Coal is harvested from a coal mine.
115,422,2,transport,How does coal get from the ground to a power station?,The coal is transported either by train or truck to power station.
115,422,3,transport,How does coal get from the ground to a power station?,The coal is burned in a furnace.
115,422,4,transport,How does coal get from the ground to a power station?,Water is turned into steam in the boiler.
115,422,5,transport,How does coal get from the ground to a power station?,The steam is cooled in cooling towers.
115,422,6,transport,How does coal get from the ground to a power station?,The steam turns the turbines.
115,422,7,transport,How does coal get from the ground to a power station?,The generator makes electricity.
115,422,8,transport,How does coal get from the ground to a power station?,The electricity is sent through transformers.
116,423,1,transport,How does coal get from the ground to a power station?,A mine is excavated in the side of a mountain.
116,423,2,transport,How does coal get from the ground to a power station?,Miners enter the mine.
116,423,3,transport,How does coal get from the ground to a power station?,Miners remove the coal from the mine.
116,423,4,transport,How does coal get from the ground to a power station?,The coal is placed into carts or on a conveyor belt.
116,423,5,transport,How does coal get from the ground to a power station?,The coal is moved up to the surface.
116,423,6,transport,How does coal get from the ground to a power station?,The coal is loaded onto a truck.
116,423,7,transport,How does coal get from the ground to a power station?,The truck takes the coal to a power station.
117,424,1,gasoline,How does oil get from the ground to a gas station?,Crude oil is pumped from the ground.
117,424,2,gasoline,How does oil get from the ground to a gas station?,The crude oil is put into a tanker truck.
117,424,3,gasoline,How does oil get from the ground to a gas station?,The crude oil is delivered to an oil refinery.
117,424,4,gasoline,How does oil get from the ground to a gas station?,Impurities are removed from the oil.
117,424,5,gasoline,How does oil get from the ground to a gas station?,The oil is bottled.
117,424,6,gasoline,How does oil get from the ground to a gas station?,The bottled oil is delivered to gas stations by trucks.
118,425,1,gasoline,How does oil get from the ground to a gas station?,The oil is extracted from the ground by drilling.
118,425,2,gasoline,How does oil get from the ground to a gas station?,Oil is transported to a refinery.
118,425,3,gasoline,How does oil get from the ground to a gas station?,The oil is refined into a more useful product.
118,425,4,gasoline,How does oil get from the ground to a gas station?,The gas made from the refining is loaded onto tank trucks.
118,425,5,gasoline,How does oil get from the ground to a gas station?,The trucks deliver the gas to gas stations.
119,429,1,nitrogen cycle,Describe the nitrogen cycle,Nitrogen exists naturally in the atmosphere.
119,429,2,nitrogen cycle,Describe the nitrogen cycle,"Bacteria in soil ""fix"" the nitrogen."
119,429,3,nitrogen cycle,Describe the nitrogen cycle,Nitrogen is now usable by living things.
119,429,4,nitrogen cycle,Describe the nitrogen cycle,Plants absorb this usable nitrogen through their roots.
119,429,5,nitrogen cycle,Describe the nitrogen cycle,Animals eat the plants.
119,429,6,nitrogen cycle,Describe the nitrogen cycle,Animals make waste.
119,429,7,nitrogen cycle,Describe the nitrogen cycle,Uneaten plants die.
119,429,8,nitrogen cycle,Describe the nitrogen cycle,Nitrogen re-enters the soil.
119,429,9,nitrogen cycle,Describe the nitrogen cycle,Different bacteria turn nitrogen back into a gas-based form.
119,429,10,nitrogen cycle,Describe the nitrogen cycle,Gas-based nitrogen re-enters the atmosphere.
120,430,1,trash,Describe how trash travels from the house to the landfill,Trash is made during household activities.
120,430,2,trash,Describe how trash travels from the house to the landfill,Trash is collected within the house.
120,430,3,trash,Describe how trash travels from the house to the landfill,Sometimes trash is sorted into recycling.
120,430,4,trash,Describe how trash travels from the house to the landfill,Trash is put out at the curbside.
120,430,5,trash,Describe how trash travels from the house to the landfill,The city collects the trash.
120,430,6,trash,Describe how trash travels from the house to the landfill,The trash is placed into a truck.
120,430,7,trash,Describe how trash travels from the house to the landfill,The truck drives to a landfill.
120,430,8,trash,Describe how trash travels from the house to the landfill,The trash is unloaded.
120,430,9,trash,Describe how trash travels from the house to the landfill,Sometimes the trash might be sorted more.
120,430,10,trash,Describe how trash travels from the house to the landfill,The trash is put into the landfill.
121,431,1,trash,Describe how trash travels from the house to the landfill,Trash is put into a household trashbag.
121,431,2,trash,Describe how trash travels from the house to the landfill,The trashbags are thrown into a large outdoor trashcan.
121,431,3,trash,Describe how trash travels from the house to the landfill,The trashcan is emptied by a large trash truck.
121,431,4,trash,Describe how trash travels from the house to the landfill,The trash truck travels to the landfill.
121,431,5,trash,Describe how trash travels from the house to the landfill,Unloads all the trash the truck has collected.
122,432,1,trash,Describe how trash travels from the house to the landfill,Trash is deposited in a large can or in bags outside of the house.
122,432,2,trash,Describe how trash travels from the house to the landfill,The trash is picked up by workers who put it on a garbage truck.
122,432,3,trash,Describe how trash travels from the house to the landfill,The garbage truck is driven to a sorting center.
122,432,4,trash,Describe how trash travels from the house to the landfill,The garbage is sorted.
122,432,5,trash,Describe how trash travels from the house to the landfill,Some of the garbage is saved for recycling.
122,432,6,trash,Describe how trash travels from the house to the landfill,The rest of the garbage is driven to the landfill.
123,433,1,vegetables,How do you grow vegetables?,Get some seeds.
123,433,2,vegetables,How do you grow vegetables?,Pick a spot to plant them.
123,433,3,vegetables,How do you grow vegetables?,Dig a hole in the dirt.
123,433,4,vegetables,How do you grow vegetables?,Put the seed in the hole.
123,433,5,vegetables,How do you grow vegetables?,Pour some water on the seed and hold.
123,433,6,vegetables,How do you grow vegetables?,Cover up the hole.
123,433,7,vegetables,How do you grow vegetables?,Press down on it.
123,433,8,vegetables,How do you grow vegetables?,Spray some plant food on it.
124,435,1,vegetables,How do you grow vegetables?,You plant vegetable seeds in the ground.
124,435,2,vegetables,How do you grow vegetables?,You water the seeds.
124,435,3,vegetables,How do you grow vegetables?,You wait for the seeds to sprout.
124,435,4,vegetables,How do you grow vegetables?,You keep the area free of pests and weeds while the plants grow.
124,435,5,vegetables,How do you grow vegetables?,You thin out the plants as they get bigger to give them space to grow.
124,435,6,vegetables,How do you grow vegetables?,You remove the vegetables from the plants when they are ripe.
125,436,1,boil,How do you get water to boil?,Add water to a pot.
125,436,2,boil,How do you get water to boil?,Put the pot over a source of heat.
125,436,3,boil,How do you get water to boil?,Turn the heat on.
125,436,4,boil,How do you get water to boil?,Wait for a few minutes.
125,436,5,boil,How do you get water to boil?,Begin to observe small bubbles in the water.
125,436,6,boil,How do you get water to boil?,Wait until the water starts to bubble a lot.
125,436,7,boil,How do you get water to boil?,Wait until you can see steam rising from the water.
125,436,8,boil,How do you get water to boil?,Turn the heat source off.
125,436,9,boil,How do you get water to boil?,Take the pot off of the heat source.
126,441,1,perspiration,Describe how perspiration helps to keep someone cool.,As the sweat evaporates the sweat sheds molecules into the air.
126,441,2,perspiration,Describe how perspiration helps to keep someone cool.,The sweat changes into a gas.
126,441,3,perspiration,Describe how perspiration helps to keep someone cool.,Heat is drawn from the sweat.
126,441,4,perspiration,Describe how perspiration helps to keep someone cool.,This process draws heat from the body.
126,441,5,perspiration,Describe how perspiration helps to keep someone cool.,The evaporation also cools the remaining sweat on the body.
127,443,1,pollination,How do bees pollinate plants?,A bee visits a flower.
127,443,2,pollination,How do bees pollinate plants?,The pollen from that flower sticks to the bee.
127,443,3,pollination,How do bees pollinate plants?,The bee flies to another flower of the same type.
127,443,4,pollination,How do bees pollinate plants?,The pollen that was stuck to the bee gets brushed onto the pistil of the flower.
127,443,5,pollination,How do bees pollinate plants?,The flower is pollinated.
127,443,6,pollination,How do bees pollinate plants?,Will begin to develop seeds and fruit.
128,444,1,pollination,How do bees pollinate plants?,Bees land on flowers to gather nectar.
128,444,2,pollination,How do bees pollinate plants?,Little hairs on the bees legs attach to pollen sacs from the stamens of the flowers.
128,444,3,pollination,How do bees pollinate plants?,"When the bees fly away, the pollen goes with the bees."
128,444,4,pollination,How do bees pollinate plants?,The bees land on other flowers.
128,444,5,pollination,How do bees pollinate plants?,The pollen sacs are rubbed off onto the stigma of the new flower.
129,445,1,rock cycle,Describe the rock cycle,The magma comes out form a volcano.
129,445,2,rock cycle,Describe the rock cycle,The magma cools and becomes a rock.
129,445,3,rock cycle,Describe the rock cycle,Over time the rock picks up sediment which changes the type of rock.
129,445,4,rock cycle,Describe the rock cycle,This creates a sedimentary rock.
129,445,5,rock cycle,Describe the rock cycle,The heat from inside and outside can cook a rock.
129,445,6,rock cycle,Describe the rock cycle,This heat forms a third kind of rock.
129,445,7,rock cycle,Describe the rock cycle,The cycle continues around the three types of rocks.
130,446,1,rock cycle,Describe the rock cycle,Rock begins as magma from a volcano.
130,446,2,rock cycle,Describe the rock cycle,The magma cools.
130,446,3,rock cycle,Describe the rock cycle,Crystals form and the magma become igneous rocks.
130,446,4,rock cycle,Describe the rock cycle,The igneous rocks break down into sediment become sedimentary rocks.
130,446,5,rock cycle,Describe the rock cycle,If subjected to heat and/or pressure from plate-tectonic activity the sedimentary rocks become metamorphic rock.
130,446,6,rock cycle,Describe the rock cycle,The metaphoric rocks melt becoming magma again.
131,448,1,rock cycle,What happens during the rock cycle,Wind and water cause erosion and weathering to the rocks.
131,448,2,rock cycle,What happens during the rock cycle,"Eroded rock particles are carried away by wind or by rain, streams, rivers, and oceans."
131,448,3,rock cycle,What happens during the rock cycle,Rock particles sink to the bottom of rivers and oceans creating a layer of sediment.
131,448,4,rock cycle,What happens during the rock cycle,Layers of sediment stack up compacting the bottom layers.
131,448,5,rock cycle,What happens during the rock cycle,Minerals fill in the gaps in the sediment eventuality becoming sedimentary rocks.
131,448,6,rock cycle,What happens during the rock cycle,Rocks buried deep underground exposed to high heat and pressure become metamorphic rock.
131,448,7,rock cycle,What happens during the rock cycle,Metamorphic rocks underground melt to become magma.
131,448,8,rock cycle,What happens during the rock cycle,Magma flows from volcanoes in the form of lava.
131,448,9,rock cycle,What happens during the rock cycle,Lava cools and forms igneous rock.
131,448,10,rock cycle,What happens during the rock cycle,Igneous rock begins being weathered and eroded by water and wind.
132,449,1,rock cycle,What happens during the rock cycle,Rock begins as magma from a volcano.
132,449,2,rock cycle,What happens during the rock cycle,The magma cools.
132,449,3,rock cycle,What happens during the rock cycle,Crystals form and the magma become igneous rocks.
132,449,4,rock cycle,What happens during the rock cycle,The igneous rocks break down into sediment.
132,449,5,rock cycle,What happens during the rock cycle,Become sedimentary rocks.
132,449,6,rock cycle,What happens during the rock cycle,If subjected to heat and/or pressure from plate-tectonic activity the sedimentary rocks become metamorphic rock.
132,449,7,rock cycle,What happens during the rock cycle,The metamorphic rocks melt.
132,449,8,rock cycle,What happens during the rock cycle,Become magma again.
133,458,1,acid rain,How does acid rain form?,Human industry produces chemical compounds.
133,458,2,acid rain,How does acid rain form?,Chemical compounds rise into the air.
133,458,3,acid rain,How does acid rain form?,Chemical compounds mix with elements in clouds.
133,458,4,acid rain,How does acid rain form?,The affected rain falls to the earth.
133,458,5,acid rain,How does acid rain form?,The affected rain can harm natural and man-made objects because of its acidic content.
134,459,1,acid rain,How does acid rain form?,Chemicals like sulfur dioxide and nitrogen are released into the air.
134,459,2,acid rain,How does acid rain form?,These substances rise into the high atmosphere.
134,459,3,acid rain,How does acid rain form?,They react with water and oxygen.
134,459,4,acid rain,How does acid rain form?,This creates a more acidic rain.
134,459,5,acid rain,How does acid rain form?,The rain with the high acid content falls.
135,460,1,fossil fuel,How does fossil fuel form?,Living things have carbon in them.
135,460,2,fossil fuel,How does fossil fuel form?,Living things die.
135,460,3,fossil fuel,How does fossil fuel form?,The remains of living things eventually become buried underground.
135,460,4,fossil fuel,How does fossil fuel form?,More physical pressure is put on the remains of living things as they become further underground.
135,460,5,fossil fuel,How does fossil fuel form?,This carbon-based mixture stays underground for a long time.
135,460,6,fossil fuel,How does fossil fuel form?,Humans discover this carbon-based mixture.
135,460,7,fossil fuel,How does fossil fuel form?,This carbon-based mixture is brought up to the earth's surface.
135,460,8,fossil fuel,How does fossil fuel form?,The recently discovered fossil fuel is burned.
135,460,9,fossil fuel,How does fossil fuel form?,Burning releases the energy that has been stored in the fossil fuel.
135,460,10,fossil fuel,How does fossil fuel form?,The energy can be used to generate power.
136,463,1,fossil fuel,How does hail form?,Updrafts in a thunderstorm carry raindrops upwards.
136,463,2,fossil fuel,How does hail form?,The raindrops condense onto dust or other small parti.
136,463,3,fossil fuel,How does hail form?,The supercooled water molecules condense onto the condensation nucleus and freeze.
136,463,4,fossil fuel,How does hail form?,"The tiny ice particle keeps moving up and down, gathering more ice on the surface."
136,463,5,fossil fuel,How does hail form?,Eventually the hailstone falls to earth either because it's too heavy to remain aloft or because a drowndraft pushes it down.
137,465,1,fossil fuel,How does hail form?,Water gets caught in winds that are moving upward.
137,465,2,fossil fuel,How does hail form?,The water freezes.
137,465,3,fossil fuel,How does hail form?,The water starts to fall.
137,465,4,fossil fuel,How does hail form?,The winds are strong enough from keeping it from falling back to earth.
137,465,5,fossil fuel,How does hail form?,This pattern of rising and falling continues.
137,465,6,fossil fuel,How does hail form?,The hail becomes too large to be pushed up by the wind.
137,465,7,fossil fuel,How does hail form?,The hail finally falls to the ground.
138,466,1,desalination,Describe the process of desalination,Salt water is contained in a factory or plant.
138,466,2,desalination,Describe the process of desalination,The water is boiled to a very high tempature.
138,466,3,desalination,Describe the process of desalination,The salt becomes seperated from the water.
138,466,4,desalination,Describe the process of desalination,The sale is removed.
138,466,5,desalination,Describe the process of desalination,The water is able to be drank at this point.
139,468,1,desalination,Describe the process of desalination,The salt water is heated.
139,468,2,desalination,Describe the process of desalination,As the saltwater is heated the water becomes a gas.
139,468,3,desalination,Describe the process of desalination,The salt particles sink to the bottom of the container.
139,468,4,desalination,Describe the process of desalination,Gaseous water is piped into another container.
139,468,5,desalination,Describe the process of desalination,Allowed to cool.
139,468,6,desalination,Describe the process of desalination,The salt particles are left behind in the first container.
139,468,7,desalination,Describe the process of desalination,The second container contains fresh water.
140,472,1,fossilization,Describe the process of fossilization,The organism must die to begin the process.
140,472,2,fossilization,Describe the process of fossilization,The soft tissue decomposes.
140,472,3,fossilization,Describe the process of fossilization,The bones are left behind.
140,472,4,fossilization,Describe the process of fossilization,Scavengers tear the body apart and move the bones elsewhere.
140,472,5,fossilization,Describe the process of fossilization,Wind and rain also scatter the bones further.
140,472,6,fossilization,Describe the process of fossilization,The bones left behind will weather and become buried by sand and soil.
140,472,7,fossilization,Describe the process of fossilization,The proteins in the bone are replaced with minerals that are dissolved in the soil.
140,472,8,fossilization,Describe the process of fossilization,This creates a rock-like substance called a fossil.
140,472,9,fossilization,Describe the process of fossilization,Water and wind erosion wear away the layers of soil on top of the fossil.
140,472,10,fossilization,Describe the process of fossilization,This makes discovery of the fossil possible.
141,475,1,global warming,Describe the process of global warming,Suns heat enters atmosphere.
141,475,2,global warming,Describe the process of global warming,Green house gases enter from the earth.
141,475,3,global warming,Describe the process of global warming,Heat is trapped in atmosphere.
141,475,4,global warming,Describe the process of global warming,Different things on earth are hotter.
141,475,5,global warming,Describe the process of global warming,The overall planet is hotter.
142,476,1,global warming,Describe the process of global warming,"Human beings burn fossil fuels (oil, gas, etc.)."
142,476,2,global warming,Describe the process of global warming,Carbon dioxide from the burning fossil fuels enter the atmosphere.
142,476,3,global warming,Describe the process of global warming,The make-up of the atmosphere changes.
142,476,4,global warming,Describe the process of global warming,Some energy from the sun cannot escape back through the changed atmosphere.
142,476,5,global warming,Describe the process of global warming,The earth begins to heat because of the extra trapped energy.
142,476,6,global warming,Describe the process of global warming,Human beings cut down trees.
142,476,7,global warming,Describe the process of global warming,Human beings do not re-plant the trees.
142,476,8,global warming,Describe the process of global warming,Trees cannot help take the extra carbon dioxide from the atmosphere.
142,476,9,global warming,Describe the process of global warming,The extra trapped energy starts to change the earth's short term weather.
142,476,10,global warming,Describe the process of global warming,Eventually the long-term climate patterns start to change.
143,478,1,the greenhouse effect,Describe the process of the greenhouse effect,Solar radiation reaches Earth's atmosphere.
143,478,2,the greenhouse effect,Describe the process of the greenhouse effect,Some is reflected back into space.
143,478,3,the greenhouse effect,Describe the process of the greenhouse effect,"The rest of the energy is absorbed by land and oceans, heating the Earth."
143,478,4,the greenhouse effect,Describe the process of the greenhouse effect,Heat radiates from Earth to space.
143,478,5,the greenhouse effect,Describe the process of the greenhouse effect,Some of this heat is trapped by greenhouse gases in the atmosphere.
143,478,6,the greenhouse effect,Describe the process of the greenhouse effect,Human activities such as burning fuel are increasing the amount of greenhouses gases.
143,478,7,the greenhouse effect,Describe the process of the greenhouse effect,This causes more heat radiation to stay trapped in our atmosphere.
143,478,8,the greenhouse effect,Describe the process of the greenhouse effect,The Earth's temperature rises.
144,480,1,photosynthesis,Describe the process of photosynthesis,Sunlight hits chloroplasts in the plant.
144,480,2,photosynthesis,Describe the process of photosynthesis,The energy from the sunlight causes an enzyme in the plant to break apart the water.
144,480,3,photosynthesis,Describe the process of photosynthesis,"The water breakes into oxygen, hydrogen, and electrons."
144,480,4,photosynthesis,Describe the process of photosynthesis,"Hydrogen, along with electrons energized by light, converts NADP into NADPH."
144,480,5,photosynthesis,Describe the process of photosynthesis,Oxygen diffuses out of the plant as a waste product of photosynthesis.
145,482,1,photosynthesis,Describe the process of photosynthesis,Sunlight strikes the chlorophyll molecules in the plant.
145,482,2,photosynthesis,Describe the process of photosynthesis,Is trapped.
145,482,3,photosynthesis,Describe the process of photosynthesis,Plant also takes in water and carbon dioxide from the environment.
145,482,4,photosynthesis,Describe the process of photosynthesis,The plant forms glucose.
145,482,5,photosynthesis,Describe the process of photosynthesis,The plant releases oxygen into the atmosphere.
146,483,1,writing and posting a letter,Describe the process of writing and posting a letter,A utensil or computer is chosen for wording.
146,483,2,writing and posting a letter,Describe the process of writing and posting a letter,A paper is chosen to write or type on.
146,483,3,writing and posting a letter,Describe the process of writing and posting a letter,You write what you need to on the paper.
146,483,4,writing and posting a letter,Describe the process of writing and posting a letter,Put the paper in an evelop.
146,483,5,writing and posting a letter,Describe the process of writing and posting a letter,Find a stamp.
146,483,6,writing and posting a letter,Describe the process of writing and posting a letter,Find a post office or your own mail box.
146,483,7,writing and posting a letter,Describe the process of writing and posting a letter,The letter is mailed.
147,484,1,writing and posting a letter,Describe the process of writing and posting a letter,Choose what you want to write your letter on.
147,484,2,writing and posting a letter,Describe the process of writing and posting a letter,Think of what you want to say.
147,484,3,writing and posting a letter,Describe the process of writing and posting a letter,Write some nice things!.
147,484,4,writing and posting a letter,Describe the process of writing and posting a letter,Place the letter into an envelope.
147,484,5,writing and posting a letter,Describe the process of writing and posting a letter,Put a stamp on the top right corner of the face of the envelope.
147,484,6,writing and posting a letter,Describe the process of writing and posting a letter,Write the address of the recipient on the envelope.
147,484,7,writing and posting a letter,Describe the process of writing and posting a letter,Put the envelope in your mailbox.
147,484,8,writing and posting a letter,Describe the process of writing and posting a letter,"Raise the flag on your mailbox, indicating to the mailman that you have outgoing mail."
148,485,1,writing and posting a letter,Describe the process of writing and posting a letter,Get some paper and pens.
148,485,2,writing and posting a letter,Describe the process of writing and posting a letter,Write the letter.
148,485,3,writing and posting a letter,Describe the process of writing and posting a letter,Fold the letter.
148,485,4,writing and posting a letter,Describe the process of writing and posting a letter,Insert in an envelope.
148,485,5,writing and posting a letter,Describe the process of writing and posting a letter,Seal the envelope.
148,485,6,writing and posting a letter,Describe the process of writing and posting a letter,Address the outside.
148,485,7,writing and posting a letter,Describe the process of writing and posting a letter,Put on a stamp.
148,485,8,writing and posting a letter,Describe the process of writing and posting a letter,Mail the letter.
149,489,1,digestion,Describe the process of digestion,Food is taken into the mouth.
149,489,2,digestion,Describe the process of digestion,The food is chewed.
149,489,3,digestion,Describe the process of digestion,Saliva mixes with the food and starts breaking it down.
149,489,4,digestion,Describe the process of digestion,The chewed food travels down the esophagus to the stomach.
149,489,5,digestion,Describe the process of digestion,The stomach secretes acid.
149,489,6,digestion,Describe the process of digestion,Grinds and mixes the food.
149,489,7,digestion,Describe the process of digestion,The food moves to the small intestine.
149,489,8,digestion,Describe the process of digestion,The small intestine uses enzymes to further break down the food.
149,489,9,digestion,Describe the process of digestion,The food passes into the colon.
149,489,10,digestion,Describe the process of digestion,The food is expelled from the body.
150,490,1,digestion,Describe the process of digestion,Food is put into mouth.
150,490,2,digestion,Describe the process of digestion,Food is chewed and mixed with saliva (spit).
150,490,3,digestion,Describe the process of digestion,Food travels down the esophagus (throat).
150,490,4,digestion,Describe the process of digestion,Food travels into the stomach.
150,490,5,digestion,Describe the process of digestion,Acid in the stomach breaks the food down further.
150,490,6,digestion,Describe the process of digestion,Food travels into the small intestine.
150,490,7,digestion,Describe the process of digestion,Nutrients from food are absorbed into the blood stream.
150,490,8,digestion,Describe the process of digestion,Food travels into the large intestine.
150,490,9,digestion,Describe the process of digestion,Most of the remaining material is now waste.
150,490,10,digestion,Describe the process of digestion,The waste is eventually removed from the body.
151,493,1,hibernation,Describe the process of hibernation,An animal eats a lot of food to fatten up.
151,493,2,hibernation,Describe the process of hibernation,The animal finds or builds a suitable place to hibernate where they can stay warm and protected.
151,493,3,hibernation,Describe the process of hibernation,The animal moves into their den.
151,493,4,hibernation,Describe the process of hibernation,Their heart rate and breathing slow down to conserve energy.
151,493,5,hibernation,Describe the process of hibernation,They emerge from the den when the weather is warming up again.
152,494,1,hibernation,Describe the process of hibernation,"Animals eat a lot during good (warm, clear) weather."
152,494,2,hibernation,Describe the process of hibernation,Animals gain weight.
152,494,3,hibernation,Describe the process of hibernation,"The season changes to one with bad (cold, snowy) weather."
152,494,4,hibernation,Describe the process of hibernation,Animals find a place to hibernate.
152,494,5,hibernation,Describe the process of hibernation,"Animals enter a type of ""sleep"" (hibernation)."
152,494,6,hibernation,Describe the process of hibernation,Body processes slow down.
152,494,7,hibernation,Describe the process of hibernation,The animal's heart rate and breathing rate slow.
152,494,8,hibernation,Describe the process of hibernation,The animal loses weight more slowly than usual.
